1.0,0.4,0.8,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,
2.0,0.4,0.8,46.0,1.0,46.0,0.0,46.0,15.0,0.0,0.0,
3.0,0.4,0.8,61.0,1.0,61.0,1.0,61.0,17.0,0.0,0.0,
4.0,0.4,0.8,93.0,1.0,69.0,4.0,0.0,22.0,0.0,0.0,
5.0,0.4,0.8,296.0,1.0,230.0,32.0,85.0,31.0,0.0,0.0,
6.0,0.4,0.8,375.0,2.0,298.0,267.0,117.0,39.0,0.0,0.0,
7.0,0.4,0.8,601.0,2.0,480.0,2275.0,434.0,46.0,0.0,0.0,
8.0,0.4,0.8,954.0,4.0,778.0,27115.0,666.0,58.0,0.0,0.0,
9.0,0.4,0.8,1161.0,6.0,875.0,368444.0,707.0,77.0,0.0,0.0,
10.0,0.4,0.8,1535.0,6.0,1167.0,7385687.0,1001.0,92.0,0.0,0.0,
