1.0,0.4,1.0,92.0,1.0,92.0,1.0,92.0,24.0,0.0,0.0,
2.0,0.4,1.0,144.0,1.0,144.0,0.0,144.0,48.0,0.0,0.0,
3.0,0.4,1.0,145.0,1.0,145.0,1.0,145.0,13.0,0.0,0.0,
4.0,0.4,1.0,252.0,2.0,252.0,9.0,252.0,22.0,0.0,0.0,
5.0,0.4,1.0,354.0,3.0,354.0,49.0,354.0,29.0,0.0,0.0,
6.0,0.4,1.0,732.0,3.0,619.0,361.0,530.0,37.0,0.0,0.0,
7.0,0.4,1.0,1370.0,5.0,1069.0,3101.0,885.0,53.0,0.0,0.0,
8.0,0.4,1.0,1637.0,7.0,1214.0,29179.0,1066.0,57.0,0.0,0.0,
9.0,0.4,1.0,2026.0,5.0,1443.0,407637.0,1257.0,50.0,0.0,0.0,
10.0,0.4,1.0,2789.0,6.0,1992.0,5524155.0,1819.0,50.0,0.0,0.0,
