1.0,0.6,0.6,0.0,1.0,0.0,1.0,0.0,16.0,0.0,0.0,
2.0,0.6,0.6,0.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,
3.0,0.6,0.6,0.0,0.0,0.0,1.0,0.0,13.0,0.0,0.0,
4.0,0.6,0.6,0.0,1.0,0.0,7.0,0.0,61.0,0.0,0.0,
5.0,0.6,0.6,0.0,1.0,0.0,33.0,0.0,62.0,0.0,0.0,
6.0,0.6,0.6,158.0,1.0,100.0,300.0,4.0,80.0,0.0,0.0,
7.0,0.6,0.6,226.0,2.0,146.0,2391.0,82.0,221.0,0.0,0.0,
8.0,0.6,0.6,266.0,2.0,148.0,22827.0,84.0,358.0,0.0,0.0,
9.0,0.6,0.6,452.0,4.0,266.0,412321.0,215.0,667.0,0.0,0.0,
10.0,0.6,0.6,819.0,24.0,506.0,5860119.0,371.0,425.0,0.0,0.0,
