1.0,0.6,1.0,40.0,0.0,40.0,0.0,40.0,25.0,0.0,0.0,
2.0,0.6,1.0,45.0,0.0,45.0,0.0,45.0,31.0,0.0,0.0,
3.0,0.6,1.0,191.0,0.0,166.0,1.0,137.0,8.0,0.0,0.0,
4.0,0.6,1.0,492.0,1.0,379.0,6.0,300.0,9.0,0.0,0.0,
5.0,0.6,1.0,635.0,1.0,522.0,36.0,443.0,13.0,0.0,0.0,
6.0,0.6,1.0,1125.0,1.0,810.0,402.0,731.0,17.0,0.0,0.0,
7.0,0.6,1.0,1346.0,2.0,1020.0,1741.0,941.0,20.0,0.0,0.0,
8.0,0.6,1.0,1564.0,3.0,1125.0,21509.0,1046.0,39.0,0.0,0.0,
9.0,0.6,1.0,2011.0,4.0,1460.0,317187.0,1442.0,40.0,0.0,0.0,
10.0,0.6,1.0,2567.0,4.0,1867.0,1.0038156E7,1966.0,124.0,0.0,0.0,
