1.0,0.8,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,
2.0,0.8,1.0,147.0,0.0,147.0,0.0,147.0,11.0,0.0,0.0,
3.0,0.8,1.0,147.0,0.0,147.0,1.0,147.0,12.0,0.0,0.0,
4.0,0.8,1.0,166.0,1.0,166.0,5.0,166.0,19.0,0.0,0.0,
5.0,0.8,1.0,203.0,1.0,190.0,23.0,133.0,17.0,0.0,0.0,
6.0,0.8,1.0,457.0,1.0,413.0,261.0,258.0,22.0,0.0,0.0,
7.0,0.8,1.0,735.0,2.0,608.0,1935.0,453.0,37.0,0.0,0.0,
8.0,0.8,1.0,1119.0,2.0,894.0,20990.0,739.0,75.0,0.0,0.0,
9.0,0.8,1.0,1268.0,4.0,980.0,278571.0,841.0,68.0,0.0,0.0,
10.0,0.8,1.0,2046.0,5.0,1559.0,6898738.0,1698.0,101.0,0.0,0.0,
