1.0,0.2,1.0,30.0,2.0,30.0,1.0,30.0,9.0,0.0,0.0,
2.0,0.2,1.0,151.0,1.0,151.0,0.0,151.0,19.0,0.0,0.0,
3.0,0.2,1.0,171.0,2.0,171.0,1.0,171.0,17.0,0.0,0.0,
4.0,0.2,1.0,324.0,2.0,304.0,7.0,263.0,16.0,0.0,0.0,
5.0,0.2,1.0,501.0,2.0,481.0,41.0,440.0,20.0,0.0,0.0,
6.0,0.2,1.0,1023.0,2.0,857.0,305.0,737.0,26.0,0.0,0.0,
7.0,0.2,1.0,1349.0,4.0,987.0,2590.0,1215.0,33.0,0.0,0.0,
8.0,0.2,1.0,1749.0,4.0,1295.0,24446.0,1736.0,43.0,0.0,0.0,
9.0,0.2,1.0,2147.0,4.0,1473.0,405252.0,1914.0,92.0,0.0,0.0,
10.0,0.2,1.0,2715.0,26.0,1921.0,6069618.0,2578.0,54.0,0.0,0.0,
