5.0,0.2,0.2,44.0,748.0,44.0,1710.0,44.0,1316.0,44.0,22040.0,
5.0,0.2,0.4,203.0,28.0,198.0,934.0,198.0,262.0,203.0,4850.0,
5.0,0.2,0.6,247.0,17.0,140.0,343.0,52.0,296.0,140.0,3552.0,
5.0,0.2,0.8,607.0,10.0,396.0,473.0,241.0,190.0,396.0,2678.0,
5.0,0.2,1.0,546.0,7.0,419.0,301.0,305.0,158.0,419.0,2272.0,
5.0,0.4,0.2,47.0,7.0,45.0,322.0,0.0,452.0,47.0,11738.0,
5.0,0.4,0.4,66.0,17.0,66.0,269.0,66.0,375.0,66.0,8643.0,
5.0,0.4,0.6,405.0,9.0,329.0,311.0,250.0,168.0,329.0,3254.0,
5.0,0.4,0.8,296.0,6.0,267.0,270.0,133.0,200.0,269.0,3349.0,
5.0,0.4,1.0,614.0,12.0,604.0,164.0,567.0,88.0,614.0,1580.0,
5.0,0.6,0.2,2.0,26.0,2.0,249.0,2.0,389.0,2.0,106655.0,
5.0,0.6,0.4,53.0,5.0,53.0,137.0,53.0,365.0,53.0,3141.0,
5.0,0.6,0.6,142.0,5.0,99.0,214.0,1.0,209.0,99.0,1999.0,
5.0,0.6,0.8,374.0,5.0,297.0,143.0,233.0,79.0,322.0,4423.0,
5.0,0.6,1.0,568.0,4.0,496.0,144.0,431.0,77.0,496.0,644.0,
5.0,0.8,0.2,0.0,4.0,0.0,86.0,0.0,161.0,0.0,4.0,
5.0,0.8,0.4,156.0,5.0,156.0,120.0,114.0,120.0,156.0,1213.0,
5.0,0.8,0.6,442.0,5.0,324.0,118.0,259.0,70.0,324.0,894.0,
5.0,0.8,0.8,441.0,8.0,441.0,210.0,441.0,116.0,441.0,2236.0,
5.0,0.8,1.0,843.0,6.0,747.0,215.0,623.0,118.0,773.0,805.0,
5.0,1.0,0.2,0.0,7.0,0.0,157.0,0.0,117.0,0.0,14.0,
5.0,1.0,0.4,0.0,4.0,0.0,123.0,0.0,107.0,0.0,5.0,
5.0,1.0,0.6,178.0,5.0,157.0,115.0,83.0,186.0,178.0,1136.0,
5.0,1.0,0.8,759.0,5.0,667.0,244.0,420.0,172.0,673.0,1326.0,
5.0,1.0,1.0,1702.0,17.0,1503.0,234.0,1325.0,96.0,1539.0,1066.0,
10.0,0.2,0.2,74.0,19.0,74.0,5438748.0,74.0,1522.0,74.0,74493.0,
10.0,0.2,0.4,484.0,9.0,216.0,5897021.0,180.0,2223.0,484.0,9193.0,
10.0,0.2,0.6,1038.0,9.0,889.0,5660486.0,822.0,230.0,991.0,5086.0,
10.0,0.2,0.8,2029.0,9.0,1569.0,5427624.0,1815.0,189.0,1756.0,3086.0,
10.0,0.2,1.0,2715.0,13.0,1921.0,6148659.0,2578.0,99.0,2039.0,2220.0,
10.0,0.4,0.2,52.0,11.0,52.0,3923018.0,52.0,1903.0,52.0,41442.0,
10.0,0.4,0.4,221.0,8.0,185.0,3245454.0,52.0,1501.0,185.0,29750.0,
10.0,0.4,0.6,727.0,8.0,664.0,4310164.0,621.0,268.0,697.0,5857.0,
