5.0,0.2,0.2,44.0,1287.0,44.0,3986.0,44.0,31431.0,44.0,35276.0,
5.0,0.2,0.4,203.0,16.0,198.0,448.0,198.0,309.0,203.0,1125.0,
5.0,0.2,0.6,247.0,43.0,140.0,213.0,52.0,175.0,192.0,861.0,
5.0,0.2,0.8,607.0,36.0,396.0,387.0,241.0,418.0,607.0,1181.0,
5.0,0.2,1.0,546.0,5.0,419.0,146.0,305.0,96.0,429.0,663.0,
5.0,0.4,0.2,47.0,18.0,45.0,146.0,0.0,209.0,47.0,1419.0,
5.0,0.4,0.4,66.0,5.0,66.0,147.0,66.0,273.0,66.0,1142.0,
5.0,0.4,0.6,405.0,13.0,329.0,148.0,250.0,159.0,386.0,683.0,
5.0,0.4,0.8,296.0,21.0,267.0,135.0,133.0,126.0,296.0,415.0,
5.0,0.4,1.0,614.0,7.0,604.0,194.0,567.0,177.0,614.0,439.0,
5.0,0.6,0.2,2.0,4.0,2.0,135.0,2.0,186.0,2.0,32718.0,
5.0,0.6,0.4,53.0,4.0,53.0,129.0,53.0,303.0,53.0,1912.0,
5.0,0.6,0.6,142.0,4.0,99.0,5288.0,1.0,295.0,142.0,1148.0,
5.0,0.6,0.8,374.0,7.0,297.0,114.0,233.0,69.0,374.0,345.0,
5.0,0.6,1.0,568.0,4.0,496.0,120.0,431.0,79.0,568.0,289.0,
5.0,0.8,0.2,0.0,8.0,0.0,191.0,0.0,383.0,0.0,8.0,
5.0,0.8,0.4,156.0,7.0,156.0,248.0,114.0,261.0,156.0,1484.0,
5.0,0.8,0.6,442.0,4.0,324.0,107.0,259.0,84.0,351.0,500.0,
5.0,0.8,0.8,441.0,14.0,441.0,440.0,441.0,135.0,441.0,1240.0,
5.0,0.8,1.0,843.0,5.0,747.0,207.0,623.0,208.0,843.0,2822.0,
5.0,1.0,0.2,0.0,26.0,0.0,217.0,0.0,167.0,0.0,5.0,
5.0,1.0,0.4,0.0,6.0,0.0,135.0,0.0,153.0,0.0,5.0,
5.0,1.0,0.6,178.0,5.0,157.0,121.0,83.0,122.0,178.0,845.0,
5.0,1.0,0.8,759.0,4.0,667.0,134.0,420.0,102.0,759.0,304.0,
5.0,1.0,1.0,1702.0,11.0,1503.0,173.0,1325.0,108.0,1702.0,327.0,
10.0,0.2,0.2,74.0,14.0,74.0,6717693.0,74.0,1306.0,74.0,7239.0,
10.0,0.2,0.4,484.0,8.0,216.0,7179392.0,180.0,2364.0,484.0,10179.0,
10.0,0.2,0.6,1038.0,8.0,889.0,9215348.0,822.0,180.0,1038.0,1404.0,
10.0,0.2,0.8,2029.0,8.0,1569.0,8184757.0,1815.0,129.0,2029.0,1107.0,
10.0,0.2,1.0,2715.0,7.0,1921.0,8226194.0,2578.0,76.0,2715.0,7713.0,
10.0,0.4,0.2,52.0,11.0,52.0,5159752.0,52.0,1603.0,52.0,13777.0,
10.0,0.4,0.4,221.0,23.0,185.0,4525810.0,52.0,1175.0,221.0,3775.0,
10.0,0.4,0.6,727.0,9.0,664.0,5663574.0,621.0,231.0,727.0,1284.0,
10.0,0.4,0.8,1535.0,8.0,1167.0,1.1480067E7,1001.0,123.0,1535.0,639.0,
10.0,0.4,1.0,2789.0,9.0,1992.0,7596949.0,1819.0,134.0,2789.0,1579.0,
10.0,0.6,0.2,3.0,11.0,3.0,4063536.0,3.0,2013.0,3.0,183112.0,
10.0,0.6,0.4,201.0,8.0,126.0,4265032.0,57.0,909.0,201.0,1886.0,
10.0,0.6,0.6,819.0,12.0,506.0,5432375.0,371.0,498.0,819.0,558.0,
10.0,0.6,0.8,2022.0,52.0,1152.0,6485044.0,818.0,324.0,2022.0,561.0,
10.0,0.6,1.0,2567.0,75.0,1867.0,5905701.0,1966.0,79.0,2567.0,712.0,
10.0,0.8,0.2,0.0,7.0,0.0,2136884.0,0.0,5977.0,0.0,7.0,
10.0,0.8,0.4,723.0,8.0,430.0,3257810.0,297.0,779.0,723.0,781.0,
10.0,0.8,0.6,985.0,5.0,766.0,3291929.0,226.0,1689.0,913.0,4098.0,
10.0,0.8,0.8,2200.0,7.0,1634.0,6417301.0,1811.0,162.0,2200.0,815.0,
10.0,0.8,1.0,2046.0,6.0,1559.0,5432616.0,1698.0,130.0,2046.0,800.0,
10.0,1.0,0.2,12.0,5.0,12.0,314418.0,12.0,2667.0,12.0,55579.0,
10.0,1.0,0.4,0.0,5.0,0.0,174476.0,0.0,827.0,0.0,4.0,
10.0,1.0,0.6,609.0,6.0,393.0,1757617.0,180.0,1643.0,609.0,2832.0,
10.0,1.0,0.8,1290.0,6.0,924.0,5263150.0,829.0,1375.0,1290.0,756.0,
10.0,1.0,1.0,3566.0,9.0,2803.0,8134535.0,2662.0,184.0,3566.0,571.0,
15.0,0.2,0.2,60.0,24.0,0.0,0.0,60.0,28143.0,60.0,18544.0,
15.0,0.2,0.4,841.0,11.0,0.0,0.0,502.0,33341.0,841.0,1950.0,
15.0,0.2,0.6,1918.0,13.0,0.0,0.0,598.0,4009.0,1918.0,3000.0,
15.0,0.2,0.8,3523.0,16.0,0.0,0.0,2874.0,572.0,3523.0,4791.0,
