1.0,1.0,0.6,0.0,1.0,0.0,1.0,0.0,9.0,0.0,0.0,
2.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,
3.0,1.0,0.6,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,
4.0,1.0,0.6,0.0,1.0,0.0,5.0,0.0,20.0,0.0,0.0,
5.0,1.0,0.6,150.0,1.0,150.0,26.0,150.0,86.0,0.0,0.0,
6.0,1.0,0.6,258.0,1.0,207.0,195.0,133.0,127.0,0.0,0.0,
7.0,1.0,0.6,258.0,2.0,207.0,1125.0,133.0,399.0,0.0,0.0,
8.0,1.0,0.6,422.0,5.0,273.0,9625.0,180.0,386.0,0.0,0.0,
9.0,1.0,0.6,535.0,24.0,363.0,155714.0,180.0,534.0,0.0,0.0,
10.0,1.0,0.6,609.0,7.0,393.0,2250101.0,180.0,1098.0,0.0,0.0,
