1.0,0.8,0.6,1.0,1.0,1.0,0.0,1.0,10.0,0.0,0.0,
2.0,0.8,0.6,157.0,0.0,107.0,0.0,21.0,27.0,0.0,0.0,
3.0,0.8,0.6,157.0,0.0,107.0,1.0,21.0,12.0,0.0,0.0,
4.0,0.8,0.6,157.0,1.0,107.0,4.0,21.0,26.0,0.0,0.0,
5.0,0.8,0.6,157.0,1.0,107.0,20.0,21.0,57.0,0.0,0.0,
6.0,0.8,0.6,361.0,1.0,289.0,207.0,148.0,97.0,0.0,0.0,
7.0,0.8,0.6,361.0,2.0,289.0,899.0,148.0,146.0,0.0,0.0,
8.0,0.8,0.6,500.0,2.0,362.0,9324.0,177.0,5255.0,0.0,0.0,
9.0,0.8,0.6,609.0,5.0,445.0,101662.0,177.0,293.0,0.0,0.0,
10.0,0.8,0.6,985.0,5.0,766.0,4648672.0,226.0,365.0,0.0,0.0,
