1.0,1.0,1.0,293.0,1.0,293.0,1.0,293.0,5.0,0.0,0.0,
2.0,1.0,1.0,520.0,0.0,484.0,0.0,405.0,13.0,0.0,0.0,
3.0,1.0,1.0,520.0,1.0,484.0,1.0,405.0,12.0,0.0,0.0,
4.0,1.0,1.0,624.0,1.0,580.0,6.0,501.0,18.0,0.0,0.0,
5.0,1.0,1.0,768.0,1.0,677.0,39.0,598.0,36.0,0.0,0.0,
6.0,1.0,1.0,937.0,1.0,786.0,315.0,707.0,61.0,0.0,0.0,
7.0,1.0,1.0,1203.0,2.0,974.0,2269.0,763.0,52.0,0.0,0.0,
8.0,1.0,1.0,2029.0,3.0,1623.0,27534.0,1419.0,62.0,0.0,0.0,
9.0,1.0,1.0,2782.0,4.0,2189.0,491008.0,2082.0,67.0,0.0,0.0,
10.0,1.0,1.0,3566.0,5.0,2803.0,9492478.0,2662.0,92.0,0.0,0.0,
