1.0,0.2,0.2,0.0,1.0,0.0,20.0,0.0,26.0,0.0,0.0,
2.0,0.2,0.2,0.0,2.0,0.0,12.0,0.0,35.0,0.0,0.0,
3.0,0.2,0.2,0.0,4.0,0.0,4.0,0.0,49.0,0.0,0.0,
4.0,0.2,0.2,0.0,5.0,0.0,16.0,0.0,60.0,0.0,0.0,
5.0,0.2,0.2,0.0,6.0,0.0,52.0,0.0,156.0,0.0,0.0,
6.0,0.2,0.2,0.0,4.0,0.0,316.0,0.0,319.0,0.0,0.0,
7.0,0.2,0.2,0.0,7.0,0.0,6019.0,0.0,720.0,0.0,0.0,
8.0,0.2,0.2,54.0,11.0,54.0,42506.0,54.0,732.0,0.0,0.0,
9.0,0.2,0.2,55.0,8.0,55.0,422518.0,55.0,1257.0,0.0,0.0,
10.0,0.2,0.2,74.0,10.0,74.0,6169624.0,74.0,1233.0,0.0,0.0,
