1.0,0.8,0.8,0.0,0.0,0.0,1.0,0.0,10.0,0.0,0.0,
2.0,0.8,0.8,200.0,0.0,200.0,0.0,200.0,62.0,0.0,0.0,
3.0,0.8,0.8,236.0,0.0,218.0,1.0,156.0,16.0,0.0,0.0,
4.0,0.8,0.8,439.0,1.0,356.0,7.0,219.0,32.0,0.0,0.0,
5.0,0.8,0.8,724.0,1.0,550.0,39.0,393.0,19.0,0.0,0.0,
6.0,0.8,0.8,1044.0,1.0,806.0,367.0,731.0,26.0,0.0,0.0,
7.0,0.8,0.8,1314.0,2.0,1057.0,2618.0,997.0,38.0,0.0,0.0,
8.0,0.8,0.8,1559.0,3.0,1216.0,29564.0,1214.0,55.0,0.0,0.0,
9.0,0.8,0.8,1794.0,23.0,1288.0,493899.0,1297.0,97.0,0.0,0.0,
10.0,0.8,0.8,2200.0,5.0,1634.0,7823302.0,1811.0,92.0,0.0,0.0,
